Plate,Latitude,Longitude,Timestamp,Duration,Distance
BWN768,50.824148333333,4.3598316666667,1561592243,366,1140.6461767629
QCJ420,50.813293333333,4.3480333333333,1561592132,477,821.63526712111
RIY668,50.79478,4.4161016666667,1561592063,837,4117.543493161
BYD553,50.848658333333,4.3933566666667,1561593088,294,1199.3175948111
HIL845,50.832895,4.4411633333333,1561592421,1149,2421.7349267939
QHF380,50.852066666667,4.3509666666667,1561592718,852,2872.3270858288
UUQ477,50.835835,4.3602533333333,1561593501,476,1661.1107559156
QBA575,50.863045,4.3545583333333,1561593685,606,1017.5753404196
SWJ048,50.830476666667,4.3493033333333,1561594038,253,748.79562445743
USV368,50.804301666667,4.3721966666667,1561594112,290,1729.3468273009
DAU809,50.861048333333,4.3599866666667,1561593446,1442,3955.5418148645
JRC827,50.798801666667,4.3619083333333,1561594463,425,1006.9078908854
RJY400,50.85037,4.3450233333333,1561594226,662,638.46903275524
HCH385,50.815611666667,4.367145,1561594769,241,915.21747984702
QNV575,50.852845,4.3871266666667,1561594814,243,695.52567378899
YEU745,50.838366666667,4.3523016666667,1561593626,1431,4277.4452706478
SMS983,50.805726666667,4.3450866666667,1561594291,891,2996.2554036123
ZSW825,50.802353333333,4.3765933333333,1561593142,2040,3301.8047065239
TCW563,50.852191666667,4.3884533333333,1561594940,607,2002.9017647297
DPV214,50.830695,4.3756766666667,1561595363,432,1451.3754241843
HXW903,50.812838333333,4.4064933333333,1561595237,789,2120.1598974448
HCI519,50.829391666667,4.3702466666667,1561594940,1151,2997.5961066965
TJS627,50.831223333333,4.434735,1561595795,538,207.39181442836
SFE859,50.825093333333,4.3611066666667,1561595719,898,2422.5586885806
XKB017,50.847191666667,4.3560533333333,1561595719,1097,1645.3741520977
ZMJ178,50.839126666667,4.3494866666667,1561594347,2469,8429.8238133288
HTP500,50.850446666667,4.3444066666667,1561595115,1742,101.82811466053
KFF510,50.818931666667,4.3289033333333,1561594769,2146,2730.6695668961
QWS614,50.809266666667,4.4032766666667,1561596333,582,1430.5034267831
RUE811,50.847895,4.3571083333333,1561596433,665,2984.2344124107
FXJ699,50.817511666667,4.365725,1561596974,323,1216.492460776
ATE685,50.849095,4.4494933333333,1561597351,361,993.70227625164
ZWF257,50.811878333333,4.358715,1561596576,1491,1913.8692759748
BXD701,50.848533333333,4.34904,1561596974,1150,1722.6454832318
NAG450,50.807453333333,4.3348183333333,1561597533,642,2019.6248325773
HVX509,50.82467,4.3688,1561592296,6251,5313.898672545
BYD145,50.872688333333,4.357935,1561598124,713,2275.7046157952
GQB697,50.803618333333,4.339315,1561597892,1432,2719.1586722654
TSZ077,50.79652,4.3356266666667,1561598651,727,1096.4880799033
ZSE038,50.8381,4.3975133333333,1561599087,418,556.15748612238
NAG450,50.802376666667,4.3624133333333,1561598651,908,1222.5091490345
TIT289,50.830605,4.3607116666667,1561596816,3649,494.64954603394
WGQ431,50.820563333333,4.38719,1561599276,1189,3864.1939217158
WZS875,50.819913333333,4.39797,1561600107,892,2562.7280450514
DAR729,50.805461666667,4.3746016666667,1561601655,310,1538.208281319
DYI937,50.848608333333,4.34912,1561601655,435,832.66123897719
IYT760,50.840178333333,4.3378966666667,1561602014,601,2535.2277519228
IYT760,50.857213333333,4.3618983333333,1561602862,373,926.33324447147
JGI696,50.808566666667,4.3398916666667,1561602929,778,3555.1667517778
UAX603,50.864411666667,4.35216,1561603344,957,2845.9883995847
YMF696,50.860958333333,4.4003866666667,1561602929,1496,5400.007142795
NDA650,50.832251666667,4.3699066666667,1561604662,420,1370.5207748882
PYC878,50.850571666667,4.33877,1561606284,482,1488.179283932
JGI696,50.817483333333,4.388485,1561606168,773,2602.4666484953
MFF994,50.844718333333,4.422215,1561605979,962,3877.4904845027
CBK374,50.825111666667,4.2978333333333,1561605803,1378,5873.4145046038
TLY380,50.829971666667,4.3696983333333,1561606941,364,980.41184378817
QCI954,50.818766666667,4.2922116666667,1561605448,1857,6476.9234775334
LFT519,50.861153333333,4.3452366666667,1561607839,199,505.91143583236
PYC878,50.83726,4.3365766666667,1561607253,888,4433.3793528557
ASH744,50.834385,4.3690416666667,1561606826,1913,3050.419050798
NVT430,50.838315,4.4095683333333,1561607598,1447,5116.9800309386
EGZ961,50.847853333333,4.3494066666667,1561608500,605,1780.2880171111
UTF330,50.853685,4.4000066666667,1561608676,429,1540.3209880653
ZMB667,50.850968333333,4.3736916666667,1561607412,1817,1313.1735119409
GUM325,50.828168333333,4.3387733333333,1561608204,1446,3951.8803066455
IHL136,50.856365,4.3884883333333,1561608920,841,3323.9869149176
BDN052,50.8235,4.36206,1561609530,829,2317.6273292961
KNU148,50.818778333333,4.3661066666667,1561610012,721,2498.3628177145
